celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,elimination_week,observed_elimination,active,judge_count,judge_total,judge_mean
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,9,9.0,True,True,4,36.0,9.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,9,8.0,False,False,4,0.0,0.0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,9,7.0,False,False,4,0.0,0.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,9,6.0,False,False,4,0.0,0.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,9,4.0,False,False,4,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,9,4.0,False,False,4,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,9,3.0,False,False,4,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,9,2.0,False,False,4,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,10,,False,True,3,30.0,10.0
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,10,,False,True,3,29.5,9.833333333333334
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,10,,False,True,3,28.0,9.333333333333334
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,10,11.0,False,True,3,29.0,9.666666666666666
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,10,10.0,True,True,3,30.0,10.0
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,10,9.0,False,False,3,0.0,0.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,10,8.0,False,False,3,0.0,0.0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,10,7.0,False,False,3,0.0,0.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,10,6.0,False,False,3,0.0,0.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,10,4.0,False,False,3,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,10,4.0,False,False,3,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,10,3.0,False,False,3,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,10,2.0,False,False,3,0.0,0.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,11,,False,True,4,39.333200000000005,9.833300000000001
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,11,,False,True,4,38.9998,9.74995
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,11,,False,True,4,38.3331,9.583275
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,11,11.0,True,True,4,35.5,8.875
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,11,10.0,False,False,4,0.0,0.0
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,11,9.0,False,False,4,0.0,0.0
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,11,8.0,False,False,4,0.0,0.0
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,11,7.0,False,False,4,0.0,0.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,11,6.0,False,False,4,0.0,0.0
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,11,4.0,False,False,4,0.0,0.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,11,4.0,False,False,4,0.0,0.0
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,11,3.0,False,False,4,0.0,0.0
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,11,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,1,,False,True,4,31.0,7.75
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,1,,False,True,4,28.0,7.0
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,1,,False,True,4,27.0,6.75
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,1,9.0,False,True,4,32.0,8.0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,1,8.0,False,True,4,22.0,5.5
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,1,7.0,False,True,4,24.0,6.0
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,1,7.0,False,True,4,28.0,7.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,1,6.0,False,True,4,28.0,7.0
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,1,5.0,False,True,4,24.0,6.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,1,4.0,False,True,4,20.0,5.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,1,3.0,False,True,4,21.0,5.25
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,1,2.0,False,True,4,17.0,4.25
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,2,,False,True,4,32.0,8.0
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,2,,False,True,4,27.0,6.75
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,2,,False,True,4,32.0,8.0
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,2,9.0,False,True,4,29.0,7.25
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,2,8.0,False,True,4,28.0,7.0
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,2,7.0,False,True,4,25.0,6.25
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,2,7.0,False,True,4,28.0,7.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,2,6.0,False,True,4,30.0,7.5
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,2,5.0,False,True,4,28.0,7.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,2,4.0,False,True,4,22.0,5.5
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,2,3.0,False,True,4,25.0,6.25
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,2,2.0,True,True,4,22.0,5.5
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,3,,False,True,4,28.0,7.0
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,3,,False,True,4,31.0,7.75
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,3,,False,True,4,34.0,8.5
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,3,9.0,False,True,4,32.0,8.0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,3,8.0,False,True,4,24.0,6.0
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,3,7.0,False,True,4,26.0,6.5
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,3,7.0,False,True,4,33.0,8.25
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,3,6.0,False,True,4,33.0,8.25
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,3,5.0,False,True,4,26.0,6.5
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,3,4.0,False,True,4,24.0,6.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,3,3.0,True,True,4,24.0,6.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,3,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,4,,False,True,4,39.0,9.75
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,4,,False,True,4,31.0,7.75
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,4,,False,True,4,32.0,8.0
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,4,9.0,False,True,4,36.0,9.0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,4,8.0,False,True,4,32.0,8.0
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,4,7.0,False,True,4,30.0,7.5
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,4,7.0,False,True,4,33.0,8.25
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,4,6.0,False,True,4,35.0,8.75
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,4,5.0,False,True,4,30.0,7.5
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,4,4.0,True,True,4,28.0,7.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,4,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,4,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,5,,False,True,4,32.0,8.0
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,5,,False,True,4,29.0,7.25
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,5,,False,True,4,39.0,9.75
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,5,9.0,False,True,4,38.0,9.5
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,5,8.0,False,True,4,30.0,7.5
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,5,7.0,False,True,4,34.0,8.5
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,5,7.0,False,True,4,36.0,9.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,5,6.0,False,True,4,34.0,8.5
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,5,5.0,True,True,4,32.0,8.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,4.0,False,False,4,0.0,0.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,5,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,6,,False,True,4,35.0,8.75
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,6,,False,True,4,31.0,7.75
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,6,,False,True,4,36.0,9.0
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,6,9.0,False,True,4,34.5,8.625
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,8.0,False,True,4,31.5,7.875
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,7.0,False,True,4,30.5,7.625
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,6,7.0,False,True,4,33.5,8.375
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,6,6.0,True,True,4,37.0,9.25
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,5.0,False,False,4,0.0,0.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,6,4.0,False,False,4,0.0,0.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,6,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,7,,False,True,4,39.0,9.75
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,,False,True,4,32.0,8.0
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,,False,True,4,42.0,10.5
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,7,9.0,False,True,4,39.0,9.75
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,7,8.0,False,True,4,31.0,7.75
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,7,7.0,True,True,4,34.0,8.5
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7.0,True,True,4,36.0,9.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,6.0,False,False,4,0.0,0.0
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,7,5.0,False,False,4,0.0,0.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,7,4.0,False,False,4,0.0,0.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,7,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,7,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,,False,True,4,37.5,9.375
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,8,,False,True,4,32.5,8.125
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,8,,False,True,4,39.5,9.875
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,9.0,False,True,4,36.0,9.0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,8,8.0,True,True,4,29.0,7.25
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,8,7.0,False,False,4,0.0,0.0
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,8,7.0,False,False,4,0.0,0.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,8,6.0,False,False,4,0.0,0.0
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,8,5.0,False,False,4,0.0,0.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,8,4.0,False,False,4,0.0,0.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,8,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,8,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,9,,False,True,4,38.5,9.625
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,9,,False,True,4,35.0,8.75
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,9,,False,True,4,38.0,9.5
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,9,9.0,True,True,4,40.0,10.0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,9,8.0,False,False,4,0.0,0.0
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,9,7.0,False,False,4,0.0,0.0
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,9,7.0,False,False,4,0.0,0.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,9,6.0,False,False,4,0.0,0.0
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,9,5.0,False,False,4,0.0,0.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,9,4.0,False,False,4,0.0,0.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,9,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,9,2.0,False,False,4,0.0,0.0
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,10,,False,True,4,39.6666,9.91665
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,10,,False,True,4,36.3333,9.083325
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,10,,False,True,4,39.333200000000005,9.833300000000001
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,10,9.0,False,False,4,0.0,0.0
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,10,8.0,False,False,4,0.0,0.0
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,10,7.0,False,False,4,0.0,0.0
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,10,7.0,False,False,4,0.0,0.0
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,10,6.0,False,False,4,0.0,0.0
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,10,5.0,False,False,4,0.0,0.0
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,10,4.0,False,False,4,0.0,0.0
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,10,3.0,False,False,4,0.0,0.0
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,10,2.0,False,False,4,0.0,0.0
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,1,,False,True,3,22.0,7.333333333333333
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,1,,False,True,3,22.0,7.333333333333333
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,1,,False,True,3,19.0,6.333333333333333
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,1,10.0,False,True,3,16.0,5.333333333333333
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,1,9.0,False,True,3,19.0,6.333333333333333
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,1,8.0,False,True,3,15.0,5.0
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,1,7.0,False,True,3,21.0,7.0
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,1,7.0,False,True,3,20.0,6.666666666666667
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,1,6.0,False,True,3,18.0,6.0
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,1,5.0,False,True,3,18.0,6.0
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,1,4.0,False,True,3,18.0,6.0
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,1,2.0,False,True,3,17.0,5.666666666666667
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,1,2.0,False,True,3,14.0,4.666666666666667
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,2,,False,True,3,24.0,8.0
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,2,,False,True,3,22.5,7.5
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,2,,False,True,3,24.0,8.0
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,2,10.0,False,True,3,20.5,6.833333333333333
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,2,9.0,False,True,3,22.0,7.333333333333333
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,2,8.0,False,True,3,19.5,6.5
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,2,7.0,False,True,3,23.5,7.833333333333333
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,2,7.0,False,True,3,19.5,6.5
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,2,6.0,False,True,3,19.0,6.333333333333333
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,2,5.0,False,True,3,22.5,7.5
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,2,4.0,False,True,3,19.0,6.333333333333333
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,2,2.0,True,True,3,20.5,6.833333333333333
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,2,2.0,True,True,3,17.0,5.666666666666667
